,act_movie_count,act_movie_ratingSum,act_movie_normalizedMovieRank,act_mean_movie_googleHits,act_mean_movie_normalizedGoogleRank,act_mean_movie_normalizedRating,dir_movie_count,dir_movie_ratingSum,dir_movie_normalizedMovieRank,dir_mean_movie_googleHits,dir_mean_movie_normalizedGoogleRank,dir_mean_movie_normalizedRating,hitflop
172,16.0,530.0,2.0989899933338165,149375.0,1.3819225132465363,2.4139449596405,5.0,140.0,1.5684200525283813,36900.0,1.265660047531128,1.60590994358063,1
173,8.75,437.5,2.0161275267601013,577500.0,1.9881075024604797,2.4971650838851946,3.0,120.0,2.4210500717163086,0.0,0.0,2.1914598941803,4
174,1.0,27.5,0.43342500925064087,0.0,0.0,0.35453748703003,0.0,0.0,0.0,0.0,0.0,0.0,3
175,31.5,1535.0,2.8628350496292114,674000.0,2.4862000048160553,3.37112247943878,10.0,490.0,3.060529947280884,185000.0,2.368340015411377,3.27870988845825,1
176,31.25,1615.0,3.6983999609947205,1841000.0,5.745942413806915,5.812677323818208,3.0,90.0,1.7105300426483154,23200.0,1.1636500358581543,1.72478997707367,3
177,5.0,120.0,0.7139950096607208,102000.0,0.5122799873352051,0.913924992084505,3.0,70.0,1.236840009689331,2300.0,1.008039951324463,1.23171997070312,2
178,14.0,672.5,2.259110003709793,499250.0,1.7862399816513062,2.6281149983406076,6.0,190.0,1.828950047492981,18700.0,1.1301499605178833,1.83390998840332,1
179,33.5,1525.0,3.3781824707984924,1780000.0,5.588577419519424,5.5404874086380005,0.0,0.0,0.0,0.0,0.0,0.0,2
180,17.5,595.0,1.4305674731731415,472250.0,1.965729981660843,2.2582024633884425,3.0,70.0,1.236840009689331,3100.0,1.0140000581741333,1.23289000988007,2
181,29.0,1165.0,2.7107800245285034,1361250.0,4.508295029401779,4.544429957866668,6.0,170.0,1.59211003780365,28300.0,1.2016199827194214,1.61653995513916,4
182,17.5,720.0,2.68535253405571,711200.0,2.8313050270080566,3.5741774439811698,5.0,130.0,1.42631995677948,149000.0,2.1003000736236572,1.63015997409821,1
183,6.25,217.5,1.113209992647171,68600.0,0.6752575039863586,1.2343350052833575,0.0,0.0,0.0,0.0,0.0,0.0,2
184,11.25,355.0,1.5505450069904327,309225.0,1.5451574623584747,2.08688497543335,0.0,0.0,0.0,0.0,0.0,0.0,1
185,6.75,277.5,2.256695032119751,374325.0,1.4639600217342377,2.4430650472641,0.0,0.0,0.0,0.0,0.0,0.0,1
186,18.25,802.5,2.017994999885559,690750.0,2.2802674472332,2.7722574472427377,0.0,0.0,0.0,0.0,0.0,0.0,2
187,32.25,1310.0,3.0316050052642822,851000.0,3.1919649839401245,3.9770624637603746,5.0,140.0,1.5684200525283813,542000.0,5.026390075683594,2.34055995941162,1
188,5.75,500.0,1.8875224590301514,667500.0,1.9711450338363647,2.3066849708557124,5.0,250.0,3.131580114364624,460000.0,4.415860176086426,3.7480800151825,2
189,19.75,1035.0,3.0962550044059753,961500.0,3.227884888648987,3.926862478256225,0.0,0.0,0.0,0.0,0.0,0.0,1
190,1.5,85.0,1.1467399597167969,17600.0,0.29454749822616577,0.9289475083351125,0.0,0.0,0.0,0.0,0.0,0.0,1
191,9.5,267.5,0.8127450048923492,25250.0,0.31428250670433044,0.8573624789714824,0.0,0.0,0.0,0.0,0.0,0.0,1
192,9.0,400.0,2.4110074639320374,667000.0,2.468137502670288,3.103320002555845,5.0,120.0,1.284209966659546,5370.0,1.030900001525879,1.28245997428894,3
193,15.25,765.0,2.8819350004196167,893750.0,3.053102493286133,3.7051025629043575,4.0,180.0,2.776319980621338,37000.0,1.2663999795913696,2.78585004806519,2
194,18.5,880.0,3.5641775131225586,162500.0,1.4157800078392029,3.2682949900627127,19.0,1050.0,3.505539894104004,277000.0,3.0533299446105957,3.84717988967896,5
195,18.75,650.0,1.6568125188350677,335350.0,1.6125575006008148,2.185859978199005,0.0,0.0,0.0,0.0,0.0,0.0,2
196,10.75,477.5,2.2844199538230896,670650.0,2.228412538766861,2.89454996585846,8.0,510.0,4.108550071716309,755000.0,6.612289905548096,5.13139009475708,2
197,17.0,752.5,2.2340275049209595,704300.0,2.564364939928055,3.05729740858078,7.0,370.0,3.334589958190918,227000.0,2.6810500621795654,3.6074800491333,4
198,22.75,795.0,1.9475475251674652,535250.0,2.1282550394535065,2.6454700231552124,0.0,0.0,0.0,0.0,0.0,0.0,1
199,13.25,500.0,2.4488625526428223,751425.0,2.9350799918174744,3.4985376298427555,0.0,0.0,0.0,0.0,0.0,0.0,1
200,15.75,787.5,2.887600064277649,899150.0,3.067034989595413,3.82378751039505,9.0,380.0,2.5789499282836914,97300.0,1.7153700590133667,2.68077993392944,5
201,22.75,1002.5,2.9830149710178375,655750.0,2.6882599890232086,3.66229248046875,16.0,640.0,2.4210500717163086,356000.0,3.6415200233459473,2.90282011032104,2
202,7.5,232.5,1.5326774716377258,99075.0,1.0030199885368347,1.7677174806594849,3.0,60.0,1.0,45900.0,1.332669973373413,1.06380999088287,1
203,18.5,807.5,2.5548524260520935,495250.0,2.0250625014305115,2.9327799081802377,3.0,440.0,10.0,146000.0,2.0779600143432617,10.0,6
204,18.75,887.5,1.8892650604248047,789000.0,2.533730000257492,2.7358300089836125,5.0,300.0,3.8421099185943604,790000.0,6.872879981994629,4.92204999923706,4
